9.6 	 0.072 
9.65 	 0.078 
9.7 	 0.081 
9.75 	 0.069 
9.8 	 0.068 
9.85 	 0.065 
9.9 	 0.057 
9.95 	 0.066 
10.0 	 0.065 
10.05 	 0.073 
10.1 	 0.068 
10.15 	 0.076 
10.2 	 0.071 
10.25 	 0.065 
10.3 	 0.067 
10.35 	 0.074 
10.4 	 0.071 
10.45 	 0.07 
10.5 	 0.061 
10.55 	 0.058 
10.6 	 0.065 
10.65 	 0.065 
10.7 	 0.079 
10.75 	 0.081 
10.8 	 0.081 
10.85 	 0.078 
10.9 	 0.073 
10.95 	 0.064 
11.0 	 0.071 
11.05 	 0.06 
11.1 	 0.066 
11.15 	 0.06 
11.2 	 0.075 
11.25 	 0.079 
11.3 	 0.077 
11.35 	 0.081 
11.4 	 0.078 
11.45 	 0.074 
11.5 	 0.071 
11.55 	 0.06 
11.6 	 0.069 
11.65 	 0.074 
11.7 	 0.066 
11.75 	 0.066 
11.8 	 0.057 
11.85 	 0.057 
11.9 	 0.058 
11.95 	 0.058 
12.0 	 0.059 
12.05 	 0.056 
12.1 	 0.059 
12.15 	 0.055 
12.2 	 0.06 
12.25 	 0.066 
12.3 	 0.067 
12.35 	 0.069 
12.4 	 0.058 
12.45 	 0.062 
12.5 	 0.07 
12.55 	 0.066 
12.6 	 0.073 
12.65 	 0.08 
12.7 	 0.085 
12.75 	 0.082 
12.8 	 0.069 
12.85 	 0.072 
12.9 	 0.07 
12.95 	 0.061 
13.0 	 0.056 
13.05 	 0.067 
13.1 	 0.067 
13.15 	 0.071 
13.2 	 0.07 
13.25 	 0.066 
13.3 	 0.08 
13.35 	 0.078 
13.4 	 0.067 
13.45 	 0.067 
13.5 	 0.054 
13.55 	 0.066 
13.6 	 0.074 
13.65 	 0.081 
13.7 	 0.073 
13.75 	 0.086 
13.8 	 0.069 
13.85 	 0.062 
13.9 	 0.056 
13.95 	 0.054 
14.0 	 0.059 
14.05 	 0.052 
14.1 	 0.053 
14.15 	 0.062 
14.2 	 0.072 
14.25 	 0.071 
14.3 	 0.065 
14.35 	 0.066 
14.4 	 0.059 
14.45 	 0.066 
14.5 	 0.061 
14.55 	 0.064 
14.6 	 0.066 
14.65 	 0.058 
14.7 	 0.065 
14.75 	 0.071 
14.8 	 0.081 
14.85 	 0.076 
14.9 	 0.067 
14.95 	 0.067 
15.0 	 0.069 
15.05 	 0.064 
15.1 	 0.066 
15.15 	 0.066 
15.2 	 0.071 
15.25 	 0.073 
15.3 	 0.078 
15.35 	 0.074 
15.4 	 0.069 
15.45 	 0.061 
15.5 	 0.067 
15.55 	 0.056 
15.6 	 0.054 
15.65 	 0.068 
15.7 	 0.069 
15.75 	 0.063 
15.8 	 0.062 
15.85 	 0.068 
15.9 	 0.062 
15.95 	 0.055 
16.0 	 0.062 
16.05 	 0.075 
16.1 	 0.074 
16.15 	 0.068 
16.2 	 0.068 
16.25 	 0.076 
16.3 	 0.064 
16.35 	 0.06 
16.4 	 0.063 
16.45 	 0.072 
16.5 	 0.068 
16.55 	 0.057 
16.6 	 0.066 
16.65 	 0.072 
16.7 	 0.067 
16.75 	 0.071 
16.8 	 0.071 
16.85 	 0.065 
16.9 	 0.062 
16.95 	 0.066 
17.0 	 0.065 
17.05 	 0.064 
17.1 	 0.055 
17.15 	 0.059 
17.2 	 0.069 
17.25 	 0.068 
17.3 	 0.075 
17.35 	 0.07 
17.4 	 0.073 
17.45 	 0.066 
17.5 	 0.064 
17.55 	 0.061 
17.6 	 0.067 
17.65 	 0.075 
17.7 	 0.067 
17.75 	 0.068 
17.8 	 0.067 
17.85 	 0.067 
17.9 	 0.062 
17.95 	 0.053 
18.0 	 0.054 
18.05 	 0.056 
18.1 	 0.054 
18.15 	 0.062 
18.2 	 0.058 
18.25 	 0.064 
18.3 	 0.071 
18.35 	 0.072 
18.4 	 0.071 
18.45 	 0.064 
18.5 	 0.061 
18.55 	 0.06 
18.6 	 0.065 
18.65 	 0.075 
18.7 	 0.075 
18.75 	 0.073 
18.8 	 0.071 
18.85 	 0.07 
18.9 	 0.07 
18.95 	 0.063 
19.0 	 0.065 
19.05 	 0.06 
19.1 	 0.06 
19.15 	 0.066 
19.2 	 0.062 
19.25 	 0.07 
19.3 	 0.066 
19.35 	 0.061 
19.4 	 0.067 
19.45 	 0.078 
19.5 	 0.071 
19.55 	 0.076 
19.6 	 0.071 
19.65 	 0.062 
19.7 	 0.075 
19.75 	 0.064 
19.8 	 0.061 
19.85 	 0.071 
19.9 	 0.076 
19.95 	 0.061 
20.0 	 0.06 
20.05 	 0.064 
20.1 	 0.072 
20.15 	 0.069 
20.2 	 0.07 
20.25 	 0.068 
20.3 	 0.066 
20.35 	 0.063 
20.4 	 0.069 
20.45 	 0.075 
20.5 	 0.064 
20.55 	 0.06 
20.6 	 0.067 
20.65 	 0.065 
20.7 	 0.059 
20.75 	 0.061 
20.8 	 0.059 
20.85 	 0.057 
20.9 	 0.065 
20.95 	 0.072 
21.0 	 0.077 
21.05 	 0.073 
21.1 	 0.074 
21.15 	 0.07 
21.2 	 0.069 
21.25 	 0.07 
21.3 	 0.069 
21.35 	 0.071 
21.4 	 0.072 
21.45 	 0.068 
21.5 	 0.068 
21.55 	 0.068 
21.6 	 0.065 
21.65 	 0.073 
21.7 	 0.069 
21.75 	 0.066 
21.8 	 0.065 
21.85 	 0.066 
21.9 	 0.061 
21.95 	 0.062 
22.0 	 0.057 
22.05 	 0.054 
22.1 	 0.06 
22.15 	 0.062 
22.2 	 0.061 
22.25 	 0.069 
22.3 	 0.066 
22.35 	 0.072 
22.4 	 0.059 
22.45 	 0.064 
22.5 	 0.061 
22.55 	 0.064 
22.6 	 0.066 
22.65 	 0.067 
22.7 	 0.068 
22.75 	 0.068 
22.8 	 0.072 
22.85 	 0.065 
22.9 	 0.066 
22.95 	 0.073 
23.0 	 0.068 
23.05 	 0.069 
23.1 	 0.064 
23.15 	 0.072 
23.2 	 0.072 
23.25 	 0.064 
23.3 	 0.061 
23.35 	 0.057 
23.4 	 0.071 
23.45 	 0.073 
23.5 	 0.064 
23.55 	 0.06 
23.6 	 0.062 
23.65 	 0.064 
23.7 	 0.068 
23.75 	 0.065 
23.8 	 0.064 
23.85 	 0.066 
23.9 	 0.065 
23.95 	 0.062 
24.0 	 0.073 
24.05 	 0.08 
24.1 	 0.073 
24.15 	 0.066 
24.2 	 0.052 
24.25 	 0.055 
24.3 	 0.052 
24.35 	 0.059 
24.4 	 0.062 
24.45 	 0.069 
24.5 	 0.066 
24.55 	 0.069 
24.6 	 0.063 
24.65 	 0.071 
24.7 	 0.076 
24.75 	 0.074 
24.8 	 0.073 
24.85 	 0.075 
24.9 	 0.081 
24.95 	 0.08 
25.0 	 0.082 
25.05 	 0.081 
25.1 	 0.077 
25.15 	 0.071 
25.2 	 0.068 
25.25 	 0.07 
25.3 	 0.061 
25.35 	 0.071 
25.4 	 0.07 
25.45 	 0.069 
25.5 	 0.064 
25.55 	 0.062 
25.6 	 0.06 
25.65 	 0.06 
25.7 	 0.062 
25.75 	 0.063 
25.8 	 0.064 
25.85 	 0.061 
25.9 	 0.058 
25.95 	 0.059 
26.0 	 0.065 
26.05 	 0.062 
26.1 	 0.062 
26.15 	 0.06 
26.2 	 0.065 
26.25 	 0.061 
26.3 	 0.061 
26.35 	 0.06 
26.4 	 0.06 
26.45 	 0.062 
26.5 	 0.061 
26.55 	 0.066 
26.6 	 0.073 
26.65 	 0.07 
26.7 	 0.068 
26.75 	 0.072 
26.8 	 0.069 
26.85 	 0.068 
26.9 	 0.072 
26.95 	 0.064 
27.0 	 0.065 
27.05 	 0.055 
27.1 	 0.056 
27.15 	 0.055 
27.2 	 0.054 
27.25 	 0.059 
27.3 	 0.062 
27.35 	 0.058 
27.4 	 0.065 
27.45 	 0.062 
27.5 	 0.055 
27.55 	 0.048 
27.6 	 0.06 
27.65 	 0.066 
27.7 	 0.064 
27.75 	 0.062 
27.8 	 0.068 
27.85 	 0.065 
27.9 	 0.067 
27.95 	 0.066 
28.0 	 0.074 
28.05 	 0.071 
28.1 	 0.076 
28.15 	 0.075 
28.2 	 0.072 
28.25 	 0.067 
28.3 	 0.076 
28.35 	 0.075 
28.4 	 0.059 
28.45 	 0.065 
28.5 	 0.063 
28.55 	 0.058 
28.6 	 0.065 
28.65 	 0.065 
28.7 	 0.064 
28.75 	 0.065 
28.8 	 0.066 
28.85 	 0.074 
28.9 	 0.067 
28.95 	 0.055 
29.0 	 0.062 
29.05 	 0.061 
29.1 	 0.066 
29.15 	 0.064 
29.2 	 0.063 
29.25 	 0.065 
29.3 	 0.072 
29.35 	 0.075 
29.4 	 0.073 
29.45 	 0.068 
29.5 	 0.068 
29.55 	 0.066 
29.6 	 0.065 
29.65 	 0.067 
29.7 	 0.072 
29.75 	 0.073 
29.8 	 0.065 
29.85 	 0.061 
29.9 	 0.073 
29.95 	 0.07 
30.0 	 0.062 
30.05 	 0.061 
30.1 	 0.064 
30.15 	 0.064 
30.2 	 0.06 
30.25 	 0.064 
30.3 	 0.06 
30.35 	 0.061 
30.4 	 0.062 
30.45 	 0.05 
30.5 	 0.054 
30.55 	 0.059 
30.6 	 0.067 
30.65 	 0.072 
30.7 	 0.065 
30.75 	 0.071 
30.8 	 0.076 
30.85 	 0.075 
30.9 	 0.083 
30.95 	 0.081 
31.0 	 0.075 
31.05 	 0.076 
31.1 	 0.073 
31.15 	 0.07 
31.2 	 0.06 
31.25 	 0.06 
31.3 	 0.061 
31.35 	 0.055 
31.4 	 0.056 
31.45 	 0.059 
31.5 	 0.056 
31.55 	 0.057 
31.6 	 0.057 
31.65 	 0.06 
31.7 	 0.067 
31.75 	 0.069 
31.8 	 0.071 
31.85 	 0.057 
31.9 	 0.069 
31.95 	 0.063 
32.0 	 0.07 
32.05 	 0.069 
32.1 	 0.082 
32.15 	 0.074 
32.2 	 0.073 
32.25 	 0.076 
32.3 	 0.08 
32.35 	 0.077 
32.4 	 0.073 
32.45 	 0.064 
32.5 	 0.056 
32.55 	 0.058 
32.6 	 0.059 
32.65 	 0.061 
32.7 	 0.051 
32.75 	 0.052 
32.8 	 0.056 
32.85 	 0.057 
32.9 	 0.066 
32.95 	 0.075 
33.0 	 0.082 
33.05 	 0.068 
33.1 	 0.072 
33.15 	 0.067 
33.2 	 0.066 
33.25 	 0.074 
33.3 	 0.071 
33.35 	 0.066 
33.4 	 0.07 
33.45 	 0.072 
33.5 	 0.074 
33.55 	 0.077 
33.6 	 0.079 
33.65 	 0.075 
33.7 	 0.068 
33.75 	 0.062 
33.8 	 0.065 
33.85 	 0.063 
33.9 	 0.06 
33.95 	 0.062 
34.0 	 0.061 
34.05 	 0.067 
34.1 	 0.068 
34.15 	 0.063 
34.2 	 0.065 
34.25 	 0.066 
34.3 	 0.057 
34.35 	 0.066 
34.4 	 0.078 
34.45 	 0.078 
34.5 	 0.075 
34.55 	 0.075 
34.6 	 0.059 
34.65 	 0.059 
34.7 	 0.065 
34.75 	 0.06 
34.8 	 0.06 
34.85 	 0.062 
34.9 	 0.06 
34.95 	 0.056 
35.0 	 0.052 
35.05 	 0.063 
35.1 	 0.066 
35.15 	 0.062 
35.2 	 0.058 
35.25 	 0.057 
35.3 	 0.062 
35.35 	 0.065 
35.4 	 0.072 
35.45 	 0.067 
35.5 	 0.075 
35.55 	 0.077 
35.6 	 0.077 
35.65 	 0.07 
35.7 	 0.068 
35.75 	 0.069 
35.8 	 0.071 
35.85 	 0.061 
35.9 	 0.069 
35.95 	 0.074 
36.0 	 0.071 
36.05 	 0.068 
36.1 	 0.066 
36.15 	 0.071 
36.2 	 0.069 
36.25 	 0.076 
36.3 	 0.081 
36.35 	 0.077 
36.4 	 0.069 
36.45 	 0.069 
36.5 	 0.064 
36.55 	 0.058 
36.6 	 0.061 
36.65 	 0.068 
36.7 	 0.074 
36.75 	 0.066 
36.8 	 0.075 
36.85 	 0.08 
36.9 	 0.076 
36.95 	 0.074 
37.0 	 0.07 
37.05 	 0.074 
37.1 	 0.076 
37.15 	 0.07 
37.2 	 0.059 
37.25 	 0.072 
37.3 	 0.067 
37.35 	 0.072 
37.4 	 0.065 
37.45 	 0.068 
37.5 	 0.067 
37.55 	 0.074 
37.6 	 0.077 
37.65 	 0.078 
37.7 	 0.072 
37.75 	 0.069 
37.8 	 0.067 
37.85 	 0.07 
37.9 	 0.064 
37.95 	 0.062 
38.0 	 0.066 
38.05 	 0.071 
38.1 	 0.073 
38.15 	 0.072 
38.2 	 0.065 
38.25 	 0.068 
38.3 	 0.063 
38.35 	 0.059 
38.4 	 0.065 
38.45 	 0.071 
38.5 	 0.059 
38.55 	 0.058 
38.6 	 0.046 
38.65 	 0.052 
38.7 	 0.054 
38.75 	 0.064 
38.8 	 0.073 
38.85 	 0.081 
38.9 	 0.078 
38.95 	 0.081 
39.0 	 0.066 
39.05 	 0.062 
39.1 	 0.062 
39.15 	 0.068 
39.2 	 0.067 
39.25 	 0.064 
39.3 	 0.064 
39.35 	 0.064 
39.4 	 0.064 
39.45 	 0.063 
39.5 	 0.067 
39.55 	 0.068 
39.6 	 0.064 
39.65 	 0.062 
39.7 	 0.058 
39.75 	 0.056 
39.8 	 0.055 
39.85 	 0.058 
39.9 	 0.072 
39.95 	 0.068 
40.0 	 0.068 
40.05 	 0.063 
40.1 	 0.055 
40.15 	 0.065 
40.2 	 0.057 
40.25 	 0.061 
40.3 	 0.059 
40.35 	 0.064 
40.4 	 0.061 
40.45 	 0.071 
40.5 	 0.067 
40.55 	 0.056 
40.6 	 0.064 
40.65 	 0.058 
40.7 	 0.07 
40.75 	 0.073 
40.8 	 0.065 
40.85 	 0.071 
40.9 	 0.059 
40.95 	 0.056 
41.0 	 0.057 
41.05 	 0.056 
41.1 	 0.062 
41.15 	 0.063 
41.2 	 0.06 
41.25 	 0.052 
41.3 	 0.052 
41.35 	 0.069 
41.4 	 0.061 
41.45 	 0.052 
41.5 	 0.056 
41.55 	 0.059 
41.6 	 0.061 
41.65 	 0.06 
41.7 	 0.059 
41.75 	 0.071 
41.8 	 0.057 
41.85 	 0.063 
41.9 	 0.067 
41.95 	 0.069 
42.0 	 0.068 
42.05 	 0.075 
42.1 	 0.072 
42.15 	 0.072 
42.2 	 0.067 
42.25 	 0.063 
42.3 	 0.059 
42.35 	 0.055 
42.4 	 0.063 
42.45 	 0.06 
42.5 	 0.059 
42.55 	 0.056 
42.6 	 0.056 
42.65 	 0.061 
42.7 	 0.06 
42.75 	 0.054 
42.8 	 0.046 
42.85 	 0.057 
42.9 	 0.069 
42.95 	 0.07 
43.0 	 0.077 
43.05 	 0.067 
43.1 	 0.067 
43.15 	 0.07 
43.2 	 0.062 
43.25 	 0.068 
43.3 	 0.071 
43.35 	 0.076 
43.4 	 0.081 
43.45 	 0.066 
43.5 	 0.058 
43.55 	 0.055 
43.6 	 0.067 
43.65 	 0.068 
43.7 	 0.063 
43.75 	 0.05 
43.8 	 0.056 
43.85 	 0.051 
43.9 	 0.05 
43.95 	 0.055 
44.0 	 0.066 
44.05 	 0.065 
44.1 	 0.065 
44.15 	 0.059 
44.2 	 0.063 
44.25 	 0.062 
44.3 	 0.056 
44.35 	 0.056 
44.4 	 0.062 
44.45 	 0.057 
44.5 	 0.071 
44.55 	 0.065 
44.6 	 0.066 
44.65 	 0.069 
44.7 	 0.06 
44.75 	 0.059 
44.8 	 0.063 
44.85 	 0.063 
44.9 	 0.062 
44.95 	 0.063 
45.0 	 0.064 
45.05 	 0.05 
45.1 	 0.057 
45.15 	 0.059 
45.2 	 0.059 
45.25 	 0.064 
45.3 	 0.069 
45.35 	 0.071 
45.4 	 0.079 
45.45 	 0.068 
45.5 	 0.072 
45.55 	 0.072 
45.6 	 0.081 
45.65 	 0.079 
45.7 	 0.066 
45.75 	 0.074 
45.8 	 0.069 
45.85 	 0.071 
45.9 	 0.066 
45.95 	 0.074 
46.0 	 0.071 
46.05 	 0.056 
46.1 	 0.049 
46.15 	 0.052 
46.2 	 0.06 
46.25 	 0.057 
46.3 	 0.06 
46.35 	 0.069 
46.4 	 0.067 
46.45 	 0.062 
46.5 	 0.062 
46.55 	 0.067 
46.6 	 0.083 
46.65 	 0.089 
46.7 	 0.077 
46.75 	 0.074 
46.8 	 0.075 
46.85 	 0.078 
46.9 	 0.072 
46.95 	 0.078 
47.0 	 0.063 
47.05 	 0.069 
47.1 	 0.068 
47.15 	 0.083 
47.2 	 0.085 
47.25 	 0.081 
47.3 	 0.078 
47.35 	 0.071 
47.4 	 0.07 
47.45 	 0.063 
47.5 	 0.065 
47.55 	 0.066 
47.6 	 0.068 
47.65 	 0.066 
47.7 	 0.067 
47.75 	 0.067 
47.8 	 0.073 
47.85 	 0.077 
47.9 	 0.077 
47.95 	 0.081 
48.0 	 0.078 
48.05 	 0.086 
48.1 	 0.083 
48.15 	 0.082 
48.2 	 0.076 
48.25 	 0.082 
48.3 	 0.083 
48.35 	 0.084 
48.4 	 0.09 
48.45 	 0.092 
48.5 	 0.086 
48.55 	 0.085 
48.6 	 0.07 
48.65 	 0.067 
48.7 	 0.072 
48.75 	 0.067 
48.8 	 0.071 
48.85 	 0.072 
48.9 	 0.072 
48.95 	 0.077 
49.0 	 0.071 
49.05 	 0.069 
49.1 	 0.068 
49.15 	 0.061 
49.2 	 0.067 
49.25 	 0.074 
49.3 	 0.076 
49.35 	 0.084 
49.4 	 0.078 
49.45 	 0.079 
49.5 	 0.084 
49.55 	 0.075 
49.6 	 0.072 
49.65 	 0.074 
49.7 	 0.074 
49.75 	 0.07 
49.8 	 0.076 
49.85 	 0.082 
49.9 	 0.072 
49.95 	 0.061 
50.0 	 0.063 
50.05 	 0.062 
50.1 	 0.069 
50.15 	 0.074 
50.2 	 0.071 
50.25 	 0.073 
50.3 	 0.075 
50.35 	 0.075 
50.4 	 0.071 
50.45 	 0.079 
50.5 	 0.08 
50.55 	 0.078 
50.6 	 0.074 
50.65 	 0.068 
50.7 	 0.071 
50.75 	 0.078 
50.8 	 0.085 
50.85 	 0.084 
50.9 	 0.085 
50.95 	 0.081 
51.0 	 0.071 
51.05 	 0.077 
51.1 	 0.069 
51.15 	 0.077 
51.2 	 0.075 
51.25 	 0.073 
51.3 	 0.089 
51.35 	 0.077 
51.4 	 0.078 
51.45 	 0.079 
51.5 	 0.072 
51.55 	 0.078 
51.6 	 0.079 
51.65 	 0.086 
51.7 	 0.074 
51.75 	 0.078 
51.8 	 0.08 
51.85 	 0.073 
51.9 	 0.067 
51.95 	 0.062 
52.0 	 0.058 
52.05 	 0.063 
52.1 	 0.072 
52.15 	 0.068 
52.2 	 0.072 
52.25 	 0.077 
52.3 	 0.081 
52.35 	 0.081 
52.4 	 0.073 
52.45 	 0.077 
52.5 	 0.08 
52.55 	 0.078 
52.6 	 0.07 
52.65 	 0.066 
52.7 	 0.078 
52.75 	 0.072 
52.8 	 0.058 
52.85 	 0.06 
52.9 	 0.061 
52.95 	 0.062 
53.0 	 0.07 
53.05 	 0.07 
53.1 	 0.069 
53.15 	 0.066 
53.2 	 0.071 
53.25 	 0.082 
53.3 	 0.08 
53.35 	 0.074 
53.4 	 0.08 
53.45 	 0.085 
53.5 	 0.079 
53.55 	 0.08 
53.6 	 0.083 
53.65 	 0.075 
53.7 	 0.072 
53.75 	 0.073 
53.8 	 0.065 
53.85 	 0.063 
53.9 	 0.056 
53.95 	 0.062 
54.0 	 0.061 
54.05 	 0.064 
54.1 	 0.065 
54.15 	 0.063 
54.2 	 0.07 
54.25 	 0.072 
54.3 	 0.075 
54.35 	 0.08 
54.4 	 0.067 
54.45 	 0.067 
54.5 	 0.063 
54.55 	 0.072 
54.6 	 0.062 
54.65 	 0.062 
54.7 	 0.062 
54.75 	 0.061 
54.8 	 0.064 
54.85 	 0.071 
54.9 	 0.069 
54.95 	 0.066 
55.0 	 0.068 
55.05 	 0.066 
55.1 	 0.067 
55.15 	 0.072 
55.2 	 0.071 
55.25 	 0.068 
55.3 	 0.064 
55.35 	 0.06 
55.4 	 0.057 
55.45 	 0.051 
55.5 	 0.057 
55.55 	 0.064 
55.6 	 0.069 
55.65 	 0.072 
55.7 	 0.07 
55.75 	 0.064 
55.8 	 0.071 
55.85 	 0.07 
55.9 	 0.071 
55.95 	 0.066 
56.0 	 0.064 
56.05 	 0.062 
56.1 	 0.07 
56.15 	 0.067 
56.2 	 0.068 
56.25 	 0.064 
56.3 	 0.07 
56.35 	 0.074 
56.4 	 0.069 
56.45 	 0.06 
56.5 	 0.06 
56.55 	 0.062 
56.6 	 0.068 
56.65 	 0.064 
56.7 	 0.067 
56.75 	 0.065 
56.8 	 0.071 
56.85 	 0.071 
56.9 	 0.069 
56.95 	 0.076 
57.0 	 0.079 
57.05 	 0.068 
57.1 	 0.066 
57.15 	 0.062 
57.2 	 0.056 
57.25 	 0.053 
57.3 	 0.062 
57.35 	 0.08 
57.4 	 0.073 
57.45 	 0.065 
57.5 	 0.064 
57.55 	 0.059 
57.6 	 0.059 
57.65 	 0.063 
57.7 	 0.059 
57.75 	 0.06 
57.8 	 0.062 
57.85 	 0.057 
57.9 	 0.066 
57.95 	 0.065 
58.0 	 0.07 
58.05 	 0.065 
58.1 	 0.062 
58.15 	 0.058 
58.2 	 0.063 
58.25 	 0.068 
58.3 	 0.066 
58.35 	 0.066 
58.4 	 0.064 
58.45 	 0.061 
58.5 	 0.06 
58.55 	 0.071 
58.6 	 0.059 
58.65 	 0.059 
58.7 	 0.06 
58.75 	 0.059 
58.8 	 0.059 
58.85 	 0.057 
58.9 	 0.069 
58.95 	 0.062 
59.0 	 0.07 
59.05 	 0.072 
59.1 	 0.082 
59.15 	 0.077 
59.2 	 0.074 
59.25 	 0.073 
59.3 	 0.069 
59.35 	 0.07 
59.4 	 0.07 
59.45 	 0.058 
59.5 	 0.056 
59.55 	 0.056 
59.6 	 0.061 
59.65 	 0.066 
59.7 	 0.066 
59.75 	 0.072 
59.8 	 0.067 
59.85 	 0.069 
59.9 	 0.063 
59.95 	 0.059 
60.0 	 0.066 
60.05 	 0.063 
60.1 	 0.062 
60.15 	 0.067 
60.2 	 0.064 
60.25 	 0.064 
60.3 	 0.056 
60.35 	 0.06 
60.4 	 0.061 
60.45 	 0.063 
60.5 	 0.068 
60.55 	 0.066 
60.6 	 0.067 
60.65 	 0.066 
60.7 	 0.063 
60.75 	 0.06 
60.8 	 0.059 
60.85 	 0.065 
60.9 	 0.072 
60.95 	 0.058 
61.0 	 0.063 
61.05 	 0.066 
61.1 	 0.07 
61.15 	 0.068 
61.2 	 0.067 
61.25 	 0.067 
61.3 	 0.067 
61.35 	 0.069 
61.4 	 0.065 
61.45 	 0.057 
61.5 	 0.056 
61.55 	 0.055 
61.6 	 0.063 
61.65 	 0.06 
61.7 	 0.064 
61.75 	 0.052 
61.8 	 0.065 
61.85 	 0.071 
61.9 	 0.066 
61.95 	 0.062 
62.0 	 0.063 
62.05 	 0.054 
62.1 	 0.063 
62.15 	 0.064 
62.2 	 0.06 
62.25 	 0.066 
62.3 	 0.057 
62.35 	 0.068 
62.4 	 0.073 
62.45 	 0.064 
62.5 	 0.074 
62.55 	 0.077 
62.6 	 0.074 
62.65 	 0.076 
62.7 	 0.079 
62.75 	 0.073 
62.8 	 0.069 
62.85 	 0.065 
62.9 	 0.065 
62.95 	 0.058 
63.0 	 0.063 
63.05 	 0.07 
63.1 	 0.062 
63.15 	 0.064 
63.2 	 0.065 
63.25 	 0.065 
63.3 	 0.063 
63.35 	 0.075 
63.4 	 0.081 
63.45 	 0.078 
63.5 	 0.081 
63.55 	 0.083 
